plan_id,programme,n_pieces,mode,budget,valide_avant,valide_apres,n_pieces_apres,cellules,recouvrements_avant,part_jour_avant,part_trou_avant,morceaux_avant,cote_m,deplacement_max_m,deplacement_relatif,temps_ms,statut
hd07_000,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,8,False,False,,120,1.000,0.3734,0.0000,4,11.637,,,1.732,trame
hd07_000,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,16,False,True,8,120,1.000,0.3734,0.0000,4,11.637,6.286058,0.5402,6.542,ok
hd07_001,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,base,,False,False,,104,0.500,0.3136,0.0000,6,12.469,,,3.230,invariant_viole
hd07_001,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,0,False,False,,104,0.500,0.3136,0.0000,6,12.469,,,0.930,trame
hd07_001,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,4,False,False,,104,0.500,0.3136,0.0000,6,12.469,,,1.209,trame
hd07_001,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,8,False,True,8,104,0.500,0.3136,0.0000,6,12.469,4.008501,0.3215,4.806,ok
hd07_001,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,16,False,True,8,104,0.500,0.3136,0.0000,6,12.469,4.008501,0.3215,7.404,ok
hd07_002,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,base,,False,False,,104,1.500,0.2603,0.0015,3,9.785,,,3.601,invariant_viole
hd07_002,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,0,False,False,,104,1.500,0.2603,0.0015,3,9.785,,,1.345,trame
hd07_002,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,4,False,False,,104,1.500,0.2603,0.0015,3,9.785,,,1.767,trame
hd07_002,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,8,False,False,,104,1.500,0.2603,0.0015,3,9.785,,,1.624,trame
hd07_002,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,16,False,True,8,104,1.500,0.2603,0.0015,3,9.785,6.559365,0.6703,6.401,ok
hd07_003,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,base,,False,False,,110,0.750,0.1392,0.0000,5,11.475,,,4.003,invariant_viole
hd07_003,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,0,False,False,,110,0.750,0.1392,0.0000,5,11.475,,,1.005,trame
hd07_003,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,4,False,False,,110,0.750,0.1392,0.0000,5,11.475,,,1.253,trame
hd07_003,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,8,False,True,8,110,0.750,0.1392,0.0000,5,11.475,1.822046,0.1588,5.310,ok
hd07_003,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,16,False,True,8,110,0.750,0.1392,0.0000,5,11.475,1.822046,0.1588,5.165,ok
hd07_004,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,base,,False,False,,110,1.000,0.2163,0.0000,4,11.200,,,2.786,invariant_viole
hd07_004,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,0,False,False,,110,1.000,0.2163,0.0000,4,11.200,,,0.826,trame
hd07_004,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,4,False,False,,110,1.000,0.2163,0.0000,4,11.200,,,1.135,trame
hd07_004,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,8,False,True,8,110,1.000,0.2163,0.0000,4,11.200,2.368660,0.2115,4.745,ok
hd07_004,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,16,False,True,8,110,1.000,0.2163,0.0000,4,11.200,2.368660,0.2115,4.960,ok
hd07_005,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,base,,False,False,,126,0.750,0.3773,0.0000,5,10.786,,,3.165,invariant_viole
hd07_005,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,0,False,False,,126,0.750,0.3773,0.0000,5,10.786,,,0.903,trame
hd07_005,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,4,False,False,,126,0.750,0.3773,0.0000,5,10.786,,,1.202,trame
hd07_005,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,8,False,False,,126,0.750,0.3773,0.0000,5,10.786,,,1.555,trame
hd07_005,living+kitchen+bedroom+bedroom+bedroom+bathroom+bathroom+hallway,8,pavage,16,False,True,8,126,0.750,0.3773,0.0000,5,10.786,7.014876,0.6504,4.649,ok
