plan_id,amplitude_m,pavage,valid_before,status,valid_after,seed,max_displacement_m
syn-0085,0.1,True,False,ok,True,17852,0.100000
syn-0085,0.25,False,False,ok,True,17855,0.250000
syn-0085,0.25,True,False,ok,True,17855,0.250000
syn-0085,0.5,False,False,InvariantViole,False,17860,
syn-0085,0.5,True,False,ok,True,17860,0.500000
syn-0086,0.1,False,False,ok,True,17862,0.100000
syn-0086,0.1,True,False,ok,True,17862,0.100000
syn-0086,0.25,False,False,InvariantViole,False,17865,
syn-0086,0.25,True,False,ok,True,17865,0.250000
syn-0086,0.5,False,False,ok,True,17870,0.500000
syn-0086,0.5,True,False,ok,True,17870,0.500000
syn-0087,0.1,False,False,InvariantViole,False,17872,
syn-0087,0.1,True,False,ok,True,17872,0.100000
syn-0087,0.25,False,False,ok,True,17875,0.250000
syn-0087,0.25,True,False,ok,True,17875,0.250000
syn-0087,0.5,False,False,InvariantViole,False,17880,
syn-0087,0.5,True,False,ok,True,17880,0.500000
syn-0088,0.1,False,False,ok,True,17882,0.100000
syn-0088,0.1,True,False,ok,True,17882,0.100000
syn-0088,0.25,False,False,ok,True,17885,0.250000
syn-0088,0.25,True,False,ok,True,17885,0.250000
syn-0088,0.5,False,False,ok,True,17890,0.500000
syn-0088,0.5,True,False,ok,True,17890,0.500000
syn-0089,0.1,False,False,ok,True,17892,0.100000
syn-0089,0.1,True,False,ok,True,17892,0.100000
syn-0089,0.25,False,False,InvariantViole,False,17895,
syn-0089,0.25,True,False,ok,True,17895,0.250000
syn-0089,0.5,False,False,ok,True,17900,0.500000
syn-0089,0.5,True,False,ok,True,17900,0.500000
